wing,source,url,section,page_type_observed,title,description,h1,h2_sample
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/setup-in-minutes,setup-in-minutes,supporting-resource,"Set Up My AI Front Desk in Minutes: Video, Checklist, and HowTo Schema","Launch My AI Front Desk in 5 minutes. Watch the setup video, follow the checklist, and add a HowTo schema. Includes pricing, best practices, QA steps, and link placement tips.","Set Up My AI Front Desk in Minutes: Video, Checklist, and HowTo Schema | Start here: what you'll accomplish in 5 minutes | What you need before you begin | The 5‑minute setup (video + steps) | Quick‑start checklist (copy/paste for your team)",
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/real-estate-pricing-roi,real-estate-pricing-roi,vertical-solution,Real Estate Pricing and ROI: How My AI Front Desk Pays for Itself,"Real estate pricing and ROI guide for My AI Front Desk: plan tiers, included minutes, credit-based overage, cost-per-booked-tour calculator, and examples. See myaifrontdesk.com/pricing for current rates.",Real Estate Pricing and ROI: How My AI Front Desk Pays for Itself | Why pricing and ROI matter for real estate teams | What you get (real‑estate fit) | Pricing essentials at a glance | ROI framework for real estate,
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/api-developer-integration-guide,api-developer-integration-guide,integration,My AI Front Desk API and Integration Guide for Developers,"API access (Pro/Custom), Zapier patterns, security and rate‑limit concepts for integrating My AI Front Desk with CRMs, calendars, and analytics. Links to official pages.",My AI Front Desk API and Integration Guide for Developers | Developer overview | When to use API vs. Zapier vs. native integrations | Common developer use cases and patterns | Plan and access matrix,
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/pricing-usage,pricing-usage,roi-pricing-tool,My AI Front Desk pricing and usage fact sheet (2025),"My AI Front Desk pricing and usage fact sheet: Starter, Pro, and Custom plans with included minutes and credit-based overage. See myaifrontdesk.com/pricing for current rates.",My AI Front Desk pricing and usage fact sheet (2025) | Introduction | Plans at-a-glance | What's included across all plans | Pro plan highlights,
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/roi-ai-receptionist-vs-human-answering,roi-ai-receptionist-vs-human-answering,roi-pricing-tool,The ROI of an AI Receptionist vs. Human Staff and Live Answering Services,"See the ROI of My AI Front Desk vs human receptionists and live answering. Affordable plans with credit-based overage, 24/7 coverage, unlimited calls. See myaifrontdesk.com/pricing for current rates.",The ROI of an AI Receptionist vs. Human Staff and Live Answering Services | Introduction and ROI framing | Cost baselines | Capacity and coverage differences that drive ROI | Scenario modeling (illustrative),
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/fitness-studio-integrations,fitness-studio-integrations,integration,"Fitness Studios: Mindbody, Zen Planner, Glofox — Integrations and SMS Playbooks with My AI Front Desk","Connect Mindbody, Zen Planner, and Glofox to My AI Front Desk. Get checklists, field maps, and SMS follow-ups to boost bookings, show rates, and memberships for fitness studios.","Fitness Studios: Mindbody, Zen Planner, Glofox — Integrations and SMS Playbooks with My AI Front Desk | Introduction | What My AI Front Desk adds to your studio stack | Integration patterns for Mindbody, Zen Planner, and Glofox | 15-minute integration checklist (no-code)",Mindbody | Zen Planner | Glofox
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/real-estate-case-studies,real-estate-case-studies,proof-case-study,Real Estate Case Studies: AI Receptionist Outcomes for Brokerages and Property Managers,"AI receptionist case study hub for real estate: after‑hours brokerage capture, property maintenance triage, and ZIP‑based team routing with KPIs, methods, and sources.",Real Estate Case Studies: AI Receptionist Outcomes for Brokerages and Property Managers | Introduction | What this page includes | How we measure results | Case study tiles (index),
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/automotive-service-ai-playbook,automotive-service-ai-playbook,supporting-resource,"Automotive Service Playbook: Using My AI Front Desk to Drive Bookings, Recall Outreach, and CSAT","A practical automotive service playbook for My AI Front Desk: proven call flows, recall outreach, parts/service FAQs, routing rules, KPIs, and setup in minutes.","Automotive Service Playbook: Using My AI Front Desk to Drive Bookings, Recall Outreach, and CSAT | Introduction: Why an AI Front Desk for Automotive Service | Reference Architecture and Integrations | Inbound Call Flows for Automotive Service | Outbound Recall & Retention Campaigns (Revenue Uplift)",
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/fitness-studio-class-booking-integrations,fitness-studio-class-booking-integrations,integration,"Fitness studio class booking integrations (Mindbody, Vagaro, WellnessLiving, Zen Planner)","How My AI Front Desk connects to Mindbody, Vagaro, WellnessLiving, and Zen Planner via Zapier/API. Includes ready-to-build booking flows, data mappings, and SMS reminder templates.","Fitness studio class booking integrations (Mindbody, Vagaro, WellnessLiving, Zen Planner) | How My AI Front Desk connects to class-booking platforms | Connection options at a glance | Recommended booking flows (step‑by‑step) | Where My AI Front Desk fits in each flow",Mindbody (API/Webhooks) | Vagaro (Webhooks + API) | Wellness | Zen Planner (Zapier app)
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/real-estate-crm-integrations,real-estate-crm-integrations,vertical-solution,"Real estate CRM integrations: Follow Up Boss, kvCORE, BoomTown (and more)","How to connect My AI Front Desk to real estate CRMs like Follow Up Boss, kvCORE, and BoomTown using Zapier, webhooks, or APIs—plus field mapping and workflows.","Real estate CRM integrations: Follow Up Boss, kvCORE, BoomTown (and more) | When a real estate team asks “does it integrate with Follow Up Boss / kvCORE / Boom | Integration methods that work well for real estate CRMs | Recommended field mapping for real estate lead capture | Deployment checklist (what prevents messy CRM data)",1) Zapier (fastest for most teams) | 2) Post-call webhooks (most flexible) | 3) Native CRM integrations (when available)
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/customizable-voices-and-personality-controls,customizable-voices-and-personality-controls,other,"Customizable Voices and Personality Controls: 100+ Voices, Chattiness, Tone","Design the perfect AI receptionist voice with 100+ voices, chattiness (1–10), and tone presets. See persona presets, before/after scripts, setup steps, and pricing.","Customizable Voices and Personality Controls: 100+ Voices, Chattiness, Tone | Introduction | What you can customize (and why it matters) | Quick‑start persona configuration (5 minutes) | Before/after scripts (text stand‑ins for audio)",
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/outlook-microsoft-bookings-integration,outlook-microsoft-bookings-integration,integration,Outlook & Microsoft Bookings integration,"Outlook Calendar integration for My AI Front Desk: set up direct Outlook (Zapier) or Microsoft Bookings flows with buffers, lead times, and double‑booking protection for reliable scheduling.",Outlook & Microsoft Bookings integration | Outlook Calendar integration: My AI Front Desk + Microsoft Bookings | Microsoft Bookings — quick setup | Option A — Write directly to Outlook Calendar (Zapier) | Option B — Use Microsoft Bookings (and let Bookings update Outlook automatically),Introduction
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/salesforce-call-logging-contact-creation,salesforce-call-logging-contact-creation,integration,Salesforce Integration: Call Logging + Contact Creation,"Salesforce integration for My AI Front Desk: real-time upsert, call logging as Tasks, and Events for bookings. Exact field maps, quick start steps, and HowTo schema included.",Salesforce Integration: Call Logging + Contact Creation | Salesforce integration (My AI Front Desk) | What gets synced (overview) | Integration options | Field mapping and required fields,"Why this integration matters | Option A — Native Salesforce connector (recommended) | Option B — Zapier (flexible, no‑code automations) | Real estate brokerages — Salesforce field recipe (Listing, Address, Tour) | Exact field‑map templates | 90‑second demo (GIF) | FAQs: errors and quick fixes"
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/home-services-integrations,home-services-integrations,integration,"Home Services Integrations Hub: ServiceTitan, Jobber, Workiz, Housecall Pro","Integration playbooks for ServiceTitan, Jobber, Workiz, and Housecall Pro. Map fields, book jobs, and reduce leakage with My AI Front Desk’s 24/7 voice/SMS workflows.","Home Services Integrations Hub: ServiceTitan, Jobber, Workiz, Housecall Pro | Why this hub exists | How the data moves (high-level) | Quick recipes by platform | Jobber",
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/in-call-booking-google-outlook-calendly,in-call-booking-google-outlook-calendly,other,"Books appointments during the call — Google Calendar, Outlook & Calendly","Set up Google Calendar two-way sync with buffers and working hours for instant in-call booking. Includes edge cases, routing, and testing. Works with Outlook and Calendly.","Books appointments during the call — Google Calendar, Outlook & Calendly | Introduction | Live flow: Google Calendar (in‑call, instant confirm) | Live flow: Outlook Calendar / Microsoft 365 (with or without Bookings) | Live flow: Calendly (link within the call, instant reconciliation)",How
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/best-ai-receptionist-real-estate,best-ai-receptionist-real-estate,vertical-solution,"Best AI receptionist for real estate teams: after-hours leads, showings, routing, and CRM sync","A neutral, real-estate-focused guide to what “best AI receptionist” means: after-hours leads, showing scheduling, routing, call spikes, CRM sync, and safety.","Best AI receptionist for real estate teams: after-hours leads, showings, routing, and CRM sync | Who this is for | What “best” means for real estate phone leads | How My AI Front Desk fits | Example call flows (what you should expect an AI receptionist to handle)",What it does well for real estate | 1) After-hours buyer call (yard sign / portal call extension) | 2) Open house info call → text directions | 3) Property management intake (leasing + maintenance)
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/ai-phone-receptionist-real-estate,ai-phone-receptionist-real-estate,vertical-solution,"AI Phone Receptionist for Real Estate Teams: Call Handling, Lead Intake, and Tour Scheduling","How real estate teams use My AI Front Desk to answer calls 24/7, qualify leads, schedule tours, handle call spikes, and follow up by SMS—plus setup checklist and guardrails.","AI Phone Receptionist for Real Estate Teams: Call Handling, Lead Intake, and Tour Scheduling | What “AI phone receptionist for real estate” should mean (not just a phone tree) | Common real-estate call workflows an AI receptionist should handle | How My AI Front Desk supports real-estate phone workflows | Integrations: what matters most in real estate","1) New listing inquiry (buyer / tenant) | 2) Seller lead intake | 3) After-hours and weekend lead capture | 4) Call spikes (Zillow/Realtor.com, open house weekends) | Can My AI Front Desk replace a full live answering service? | What’s the fastest way to see ROI? | What should we measure?"
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/real-estate-playbook-ai-receptionist,real-estate-playbook-ai-receptionist,vertical-solution,"Real Estate AI Receptionist Playbook: Listings, Tours, FAQs, Spikes, and CRM Sync","Virtual receptionist for real estate: answer listing questions and book tours 24/7 (after-hours included). Auto-attendant routing, open house weekend mode, CRM/calendar sync.","Real Estate AI Receptionist Playbook: Listings, Tours, FAQs, Spikes, and CRM Sync | Looking for the “best AI receptionist for real estate”? | Quick fit summary for real estate teams | What this playbook delivers | Prerequisites and connections",Schedule property showings from phone calls | Multi‑level auto attendant for brokerages | Weekend mode for open houses
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/smith-ai-alternative-ai-only,smith-ai-alternative-ai-only,comparison,AI-only alternative to Smith.ai: when Frontdesk (My AI Front Desk) fits (and when it doesn’t),"If you’re searching for a **Smith.ai alternative** because you want **no human agents** (or you want to avoid per‑call human pricing), this page explains:","AI-only alternative to Smith.ai: when Frontdesk (My AI Front Desk) fits (and when it doesn’t) | What this page answers | The real decision: AI‑only vs “hybrid” | Where Frontdesk (My AI Front Desk) fits | “I need Smith.ai, but without humans” — checklist",1) AI‑only receptionist (no human answering service) | 2) Hybrid receptionist (AI + human backup) | A) Can it handle real estate’s two hardest moments? | B) Does it take the next step (not just answer)? | C) Does it log leads the way your team actually works? | D) Does it have guardrails + escalation rules?
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/ai-phone-receptionist-real-estate-2025,ai-phone-receptionist-real-estate-2025,vertical-solution,2025 Buyer’s Guide: AI Phone Receptionists for Real Estate Brokerages (and where My AI Front Desk fits),"A neutral 2025 buyer’s guide to AI phone receptionists for real estate brokerages—what to test, what to ask, and where My AI Front Desk fits.",2025 Buyer’s Guide: AI Phone Receptionists for Real Estate Brokerages (and where My AI Front Desk fits) | What to look for (real-estate specific requirements) | Where My AI Front Desk fits for real estate brokerages | When My AI Front Desk is (and isn’t) a good fit | A practical evaluation plan (what to test in a 30–60 minute vendor trial),1) Concurrency (no busy signals during open-house spikes) | 2) Listing & office FAQ accuracy (with safe “availability” language) | 3) Scheduling that actually books while the caller is on the line | 4) Routing rules (ZIP / neighborhood / listing → the right agent) | 5) After-call and missed-call follow-up (SMS) | 6) CRM logging (transcripts + structured fields)
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/real-estate-ai-virtual-receptionist-listings-tours,real-estate-ai-virtual-receptionist-listings-tours,vertical-solution,Answer Listing Questions & Book Tours (AI Virtual Receptionist for Real Estate),"Updated Dec 12, 2025. Real estate teams get 24/7 answering, unlimited concurrent calls, and instant tour booking with My AI Front Desk—see KPIs and weekend call‑spike tips.",Answer Listing Questions & Book Tours (AI Virtual Receptionist for Real Estate) | 24/7 after‑hours capture for listings | How to schedule showings directly from phone calls (with structured data) | Listing agent routing (practical examples) | Integrations and data flow,Introduction
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/ai-phone-agent-lead-qualification-warm-transfer,ai-phone-agent-lead-qualification-warm-transfer,other,AI Phone Agent for Lead Qualification & Warm Transfer,"See how My AI Front Desk does warm transfer: qualifies callers, scores leads, and passes context so no one repeats. 5‑min setup, unlimited calls, CRM + Zapier.","AI Phone Agent for Lead Qualification & Warm Transfer | Warm transfer for phone calls (context‑rich, zero repeat) | Lead qualification by phone (warm transfer + scoring) | CRM field mapping (copy/paste) | Lead score rubric (copy/paste)",Real estate example: inbound listing inquiry → score → warm transfer | Warm transfer rules (exact criteria) | Introduction
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/real-estate-ai-receptionist-buyer-guide-2025,real-estate-ai-receptionist-buyer-guide-2025,comparison,AI Receptionist for Real Estate Brokerages: A Buyer’s Guide (2025),"A 2025 buyer’s guide for real estate teams evaluating AI receptionists—what “real estate specialized” should mean, what to test in demos, and where My AI Front Desk fits.",AI Receptionist for Real Estate Brokerages: A Buyer’s Guide (2025) | What real estate teams actually need from an AI receptionist (not just “call answering”) | Where My AI Front Desk is a strong fit for brokerages | Real-estate workflows you should test in a demo (copy/paste) | How to compare My AI Front Desk vs common alternatives (neutral checklist),"1) Yard sign / listing inquiry (buyer lead) | 2) Open house weekend spike | 3) Seller lead / listing consult | 4) Existing client call | A) Call spike handling / concurrency | B) In-call scheduling (real booking, not a callback) | C) Routing logic that matches real estate operations | D) Text follow-ups"
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/my-ai-front-desk-product-guide,my-ai-front-desk-product-guide,supporting-resource,"My AI Front Desk: Definitive Product Guide for AI Reception, Scheduling, and Lead Automation","Canonical guide to My AI Front Desk: 24/7 AI phone receptionist, scheduling, lead capture, SMS, transcripts, routing, 100+ voices, CRM + Zapier. See myaifrontdesk.com/pricing for current plans and rates.","My AI Front Desk: Definitive Product Guide for AI Reception, Scheduling, and Lead Automation | Introduction | What the platform does | At‑a‑glance: core capabilities | Where My AI Front Desk is different",
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/my-ai-front-desk-vs-other-ai-receptionists,my-ai-front-desk-vs-other-ai-receptionists,other,How My AI Front Desk is different from other AI receptionist tools (and when to choose each),This is a neutral decision guide for evaluating **My AI Front Desk** against other common options in the “AI receptionist / AI answering” category. It’s written,How My AI Front Desk is different from other AI receptionist tools (and when to choose each) | What this page is | The most important difference: product category (not feature checklist) | What My AI Front Desk is optimized for | When My AI Front Desk is a strong fit (decision shortcuts),Fast deployment (especially for standard workflows) | Handling multiple calls at the same time | Voice & receptionist “persona” control | Integrations: “works with what you already use” | Pricing model: usage-based (minutes/credits) | If you require “human rescue” by default | If you need deeply deterministic branching for every scenario | If you’re standardizing on a phone system vendor
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/supported-languages,supported-languages,supporting-resource,"Supported languages in My AI Front Desk: list, multilingual handling, and limitations","Supported languages (10): English, Spanish, French, German, Portuguese, Japanese, Mandarin, Arabic, Russian, Hindi. Updated list for My AI Front Desk multilingual phone answering.","Supported languages in My AI Front Desk: list, multilingual handling, and limitations | Supported languages (10): English, Spanish, French, German, Portuguese, Japanese, Mandarin, Arabic, Russian, Hindi | Canonical supported language list (phone answering) | How multilingual call handling and handoff work | Voice options across supported languages",Quick reference table | Introduction | Minimal reference table
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/ai-receptionist-persona-guide,ai-receptionist-persona-guide,supporting-resource,"Design your AI receptionist persona: voices, tone, FAQs, safe fallbacks, and scripts","Customize My AI Front Desk with 100+ voices, a chattiness scale (1–10), tone presets, and multilingual support. Launch in ~5 minutes with CRM/Zapier integrations.","Design your AI receptionist persona: voices, tone, FAQs, safe fallbacks, and scripts | Customizable voices & personality (100+ voices, chattiness scale, tone presets) | Quick‑start parameters (recommended defaults) | Example tone snippets (copy/paste and tailor) | Why it works on My AI Front Desk",Introduction
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/healthcare-appropriate-use,healthcare-appropriate-use,other,Healthcare‑Appropriate Use of My AI Front Desk (No PHI),"How healthcare teams can safely use My AI Front Desk for non‑PHI tasks. Covers boundaries (no HIPAA/BAA), safe configurations, partner routing, FAQs, and sample scripts.","Healthcare‑Appropriate Use of My AI Front Desk (No PHI) | Introduction | Appropriate vs. out‑of‑scope healthcare use | Configuration to stay in the ""no‑PHI"" lane | Partner pathways for HIPAA needs",
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/integrations-automations,integrations-automations,integration,My AI Front Desk integrations and automations: the definitive catalog,"Definitive catalog of My AI Front Desk integrations and automations: native CRM (HubSpot, Salesforce, Attio), Google Workspace, 6,000+ Zapier apps, and top multi‑channel workflows.","My AI Front Desk integrations and automations: the definitive catalog | Introduction | Channels and system components | Native integrations (CRM, calendar, workspace) | Zapier integration (6,000+ apps)",Real estate CRMs (common request): Follow Up Boss and kvCORE | Top automation patterns (copy-and-configure) | Field mapping blueprint (typical)
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/hubspot-integration-call-logging-contacts-notes,hubspot-integration-call-logging-contacts-notes,integration,"My AI Front Desk + HubSpot integration: call logging, contact creation, and activity notes","Connect My AI Front Desk to HubSpot to auto-create contacts, log calls as engagements, attach notes with recording links, and book via Meetings—native or Zapier.","My AI Front Desk + HubSpot integration: call logging, contact creation, and activity notes | Introduction | What you can automate | Integration paths | Field maps (recommended)",Path A — Native connector (recommended) | Path B — Zapier-based setup (flexible/advanced)
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/property-management-playbook-ai-automation,property-management-playbook-ai-automation,supporting-resource,"Property Management Playbook: Automating Tenant Intake, Maintenance Triage, Work Orders, and Rent Reminders with My AI Front Desk","Step‑by‑step playbook for property managers to automate tenant intake, maintenance triage, work orders (via Zapier), and rent reminders with My AI Front Desk.","Property Management Playbook: Automating Tenant Intake, Maintenance Triage, Work Orders, and Rent Reminders with My AI Front Desk | Introduction | Platform components used in this playbook | Tenant intake workflow | Maintenance triage playbook",Goals | Recommended call flow | Data model (minimum fields) | Severity matrix (guide for voice/SMS agent and Smart Tickets) | Agent prompts (examples)
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/structure-faqs-policies-for-accuracy,structure-faqs-policies-for-accuracy,other,How to Structure FAQs and Policies for Highest AI Accuracy,"Blueprint for structuring FAQs and policies so My AI Front Desk answers accurately: intents, synonyms, do/don’ts, freshness SLAs, validation prompts, governance, and setup links.",How to Structure FAQs and Policies for Highest AI Accuracy | Introduction | What “accuracy” means in production | Information architecture for FAQs and policies | Required KB fields (compact template),
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/intelligent-call-routing-skills-schedule-zip,intelligent-call-routing-skills-schedule-zip,other,"Intelligent Call Routing for Small Businesses: Skills, Schedules, and ZIP Rules in My AI Front Desk","Get a quick overview of intelligent call routing in My AI Front Desk with a skills vs schedule vs ZIP table, expandable JSON examples, and links to deeper rule and failover sections.","Intelligent Call Routing for Small Businesses: Skills, Schedules, and ZIP Rules in My AI Front Desk | Introduction | What “intelligent routing” means in My AI Front Desk | Routing dimensions you can combine | Rule evaluation and failover",Route calls and qualify leads (exact criteria + JSON) | Listing agent routing and ZIP rules for brokerages | Listing agent routing | ZIP rules for brokerages
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/franchise-and-multi-location-answering,franchise-and-multi-location-answering,other,Franchise & multi‑location answering,"Franchise & multi‑location answering with ZIP routing, location playbooks, multi‑calendar booking, centralized reporting, and ready‑to‑use IVR scripts.","Franchise & multi‑location answering | Why multi‑location phone answering needs a different blueprint | System architecture at a glance | ZIP‑based and rules‑based routing (territories, co‑op markets, overflow) | Location playbooks (consistency without sameness)","Home services franchise (ZIP and urgency triage) | Fitness/wellness multi‑studio (city/menu) | Dental group (new vs. existing, insurance capture) | Property management (resident vs. leasing)"
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/integrations-google-calendar,integrations-google-calendar,integration,Google Calendar Integration for My AI Front Desk,"Google Calendar Integration for My AI Front Desk: add in-call booking, Zapier write-backs, and SMS follow-ups. Prevent double-bookings and sync schedules across teams in minutes.",Google Calendar Integration for My AI Front Desk | Why connect Google Calendar to My AI Front Desk | Integration options at a glance | Step-by-step: Write appointments directly to Google Calendar (Zapier) | Step-by-step: In-call booking with Calendly (auto-writes to Google Calendar),
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/integrations,integrations,integration,"Integrations: Google Calendar, HubSpot, Salesforce, Attio, and Zapier","Connect My AI Front Desk to Google Calendar, HubSpot, Salesforce, Attio, and 9,000+ apps via Zapier. See one‑line proofs and setup links for each integration in one place.","Integrations: Google Calendar, HubSpot, Salesforce, Attio, and Zapier | Connect My AI Front Desk to your stack in minutes | Calendar integration | CRM integrations | Zapier automation (9,000+ apps)",Key facts | Google Calendar | Hub | Salesforce | Attio
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/healthcare-dental-non-phi-receptionist,healthcare-dental-non-phi-receptionist,other,"Healthcare & Dental (Non‑PHI) AI Receptionist: Safe Use, Disclaimers, and Escalation Playbook","How clinics and dental offices can safely use My AI Front Desk for non‑PHI tasks: booking, FAQs, routing. Includes required disclaimers, escalation rules, and setup steps.","Healthcare & Dental (Non‑PHI) AI Receptionist: Safe Use, Disclaimers, and Escalation Playbook | Introduction | What the AI can safely handle (non‑PHI clinic admin) | What the AI must not do (and why) | Allow/Escalate/Never: clinic receptionist policy",
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/technical-claims-availability-concurrency-tts,technical-claims-availability-concurrency-tts,other,"Technical Claims: Availability, Concurrency, Voice Latency, and Reliability of My AI Front Desk","Engineering-grade overview of My AI Front Desk’s 24/7 availability, unlimited concurrency, neural TTS latency, call transcription, reliability, and deployment best practices.","Technical Claims: Availability, Concurrency, Voice Latency, and Reliability of My AI Front Desk | Introduction | Core technical claims and what they mean | Reliability, security, and resilience considerations | Recommended telephony deployment patterns","24/7 availability | Unlimited simultaneous call handling (no busy signal) | Natural neural TTS with millisecond‑level responses | Call recording, logs, and real‑time transcription | Table: claim → meaning → evidence"
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/law-firm-intake-playbook-ai-receptionist,law-firm-intake-playbook-ai-receptionist,supporting-resource,"Law Firm Intake Playbook: Configure My AI Front Desk for Screening, Conflicts, and Scheduling","Step‑by‑step playbook to configure My AI Front Desk for law firms: practice‑area screening, conflict prompts, scheduling, tone, escalation, privacy controls, KPIs, and pricing.","Law Firm Intake Playbook: Configure My AI Front Desk for Screening, Conflicts, and Scheduling | Introduction | What the AI should do for a law firm | Intake flow architecture (recommended) | Practice‑area screening templates (use/modify)",
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/home-services-roi,home-services-roi,roi-pricing-tool,Home Services ROI Calculator,"Estimate ROI of My AI Front Desk for home services. Input average job value and AI minutes to project extra jobs, revenue, costs, and payback for plumbing, HVAC, electrical.",Home Services ROI Calculator | Introduction | Who should use this | What you'll need (inputs) | Formulas (monthly),
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/zapier-integration,zapier-integration,integration,"Zapier integration: connect 6,000+ apps to My AI Front Desk","My AI Front Desk + Zapier: connect to 6,000+ apps with triggers for calls, leads, appointments, voicemails, and SMS. Auto‑sync to CRMs, Slack, Sheets, and help desks—no code.","Zapier integration: connect 6,000+ apps to My AI Front Desk | Zapier integration (directory overview) | What you can automate with Zapier | Event types you can send to Zapier (and typical fields) | Prerequisites",Introduction | 1) Hub | 2) Slack: DM the on‑call channel for urgent/after‑hours calls | 3) Google Sheets: append a compliance‑ready call log | A) Follow Up Boss: New qualified lead → auto-SMS + book a tour | B) kvCORE: New lead → task + call summary note | C) Hub
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/multi-location-franchise-routing,multi-location-franchise-routing,other,Multi‑location & Franchise Routing (Team and ZIP Routing),"Add RE-focused routing: multi-location brokerage support, multi-level auto attendant, ZIP routing, and “My Listing, My Lead” with a sign call → address match → agent warm transfer flow.",Multi‑location & Franchise Routing (Team and ZIP Routing) | Introduction | What this solves | Supported routing models | ASCII diagrams (routing patterns),Real estate: multi-location brokerage routing playbook | 1) Team routing (skills or role based) | 2) Location routing (branch or site based) | 3) ZIP/postal routing (territory based) | 4) After‑hours on‑call trees | A) ZIP/postal routing flow (no‑code) | B) After‑hours on‑call tree (sequential)
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/industries-gym-and-fitness,industries-gym-and-fitness,other,"AI Receptionist for Gyms and Fitness Studios: Booking, Waitlists, and SMS Reminders that Work with Mindbody and Zenoti","AI receptionist for gyms: Mindbody/Zenoti-friendly booking flows, waitlists, and SMS reminders to cut no‑shows. 24/7 answering, 5‑min setup, Zapier/CRM integrations.","AI Receptionist for Gyms and Fitness Studios: Booking, Waitlists, and SMS Reminders that Work with Mindbody and Zenoti | Why gyms and studios adopt AI front desks now | Capabilities mapped to gym workflows | Booking, waitlist, and reminder flows with Mindbody/Zenoti (examples) | What integrates in a typical fitness stack",
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/google-calendar-integration,google-calendar-integration,integration,Google Calendar Integration: Instant Booking with Buffers & No‑Double‑Booking,"Connect My AI Front Desk to Google Calendar for real‑time availability, instant voice/SMS booking, buffers, and no‑double‑booking via Zapier or AI Calendar, with steps, rules, and pricing.",Google Calendar Integration: Instant Booking with Buffers & No‑Double‑Booking | Introduction | What this integration delivers | How it works (two proven patterns) | Step‑by‑step setup (Zapier + Google Calendar),
Iris Platform,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/google-calendar-zapier-one-step-booking,google-calendar-zapier-one-step-booking,integration,Google Calendar + Zapier: Bookings in One Step for My AI Front Desk,"Connect My AI Front Desk to Google Calendar via Zapier for true one‑step booking. Use our tested Zap patterns for create/update/cancel, reduce no‑shows, and scale scheduling in minutes.","Google Calendar + Zapier: Bookings in One Step for My AI Front Desk | Why ""one‑step"" booking matters | What you need | Architecture at a glance | Build it in ~10 minutes",
